r (Ang), PDF (RMC), PDF (Expt)
  2.000000000000000E-002  ,  -0.862483690000000       ,  -0.861575697449639     
  4.000000000000000E-002  ,  -0.862483690000000       ,  -0.861575697449639     
  6.000000000000000E-002  ,  -0.862483690000000       ,  -0.861575697449639     
  8.000000000000000E-002  ,  -0.862483690000000       ,  -0.861575697449639     
  0.100000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.120000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.140000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.160000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.180000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.200000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.220000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.240000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.260000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.280000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.300000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.320000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.340000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.360000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.380000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.400000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.420000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.440000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.460000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.480000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.500000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.520000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.540000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.560000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.580000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.600000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.620000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.640000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.660000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.680000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.700000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.720000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.740000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.760000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.780000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.800000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.820000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.840000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.860000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.880000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.900000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.920000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.940000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.960000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
  0.980000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
   1.00000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
   1.02000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
   1.04000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
   1.06000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
   1.08000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
   1.10000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
   1.12000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
   1.14000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
   1.16000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
   1.18000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
   1.20000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
   1.22000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
   1.24000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
   1.26000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
   1.28000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
   1.30000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
   1.32000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
   1.34000000000000       ,  -0.862483690000000       ,  -0.861575697449639     
